姓名,点赞数,评论内容
XIA丨D,1,老子拿修改器修改你0颗星，就一颗星都不给你.jpg[笑哭]	
C之蓝,1,逆子！快加一个防沉迷就给你五星[doge]	
无糖奶茶要加冰,1,我不想承认为了开心我把视频评论都反复看了好几遍[doge]	
01号幼儿园校车司机,1,下次也不一定	
奋斗史0,1,呵，不想学习的真多啊。祝你们将来考个烂大学毕业找个烂工作成天加班加到死拿的工资还不够养活自己。	
半川繁华,1,下次也不一定	
乌兹乌兹永远滴神丶,1,忽然感觉钉钉好惨[doge][doge][doge]	
Biabia__,1,已经给了给了hhh	
vPitohuiV,1,这等人才，怎么在钉钉？	
神奇哒兔萝卜,1,腾讯课堂也来一个[doge]	
君兰神迹,1,你就是带孝子？	
独笑-清风,1,下次一定	
一只小语呀,1,如果有半星岂不是能分十次（危险的想法）[doge]	
千十么什枫嘛,1,行行行五星！	
_间桐樱赛高,1,加个防沉迷系统呗。	
Mikefuuc,1,一星给太多删不过来了，你还是改名叫锤锤吧，到时候再给五星[2233娘_耶]	
折耳の化猫,1,特殊时期给大家提供上课资源怎么就被整成这样了[笑哭]	
初春sunny,1,已五星好评一次付清，分别分平台付清	
今天强扭的瓜甜嘛,1,你是要星还是要币（小孩子才做选择，我都不给）	
氿儿略略略略略,1,一星好评[doge][吃瓜]	
别忘了蘸酱,1,☆拿星滚。	
抽不到奖不改名字的,1,"星星没了
给你俩币
买买水军
刷刷分数
敲这孩子	"
6SOBER,1,我决定给你5?，因为我们不用钉钉哈哈哈哈	
汤桔栀,1,这边这么多官方，钉钉着实恐怖，哈哈哈[doge]	
二百多斤大理石,1,??学到了，这就去和学习通对线	
非强制性,1,好可爱哈哈哈	
一片少女心粉红,1,一星不为别的，就是解气。疫情一过就给你补回去	
七淼爱吃肉嗷,1,所以钉钉b站官方是个漂亮姐姐[小A和小B_司令]	
七淼爱吃肉嗷,1,所以钉钉b站官方是个漂亮姐姐[小A和小B_司令]	
想吃菜盒,1,说实话钉钉很好用，但是网课的效率真的不高，学生与老师之间没有互动，很容易分心。	
威化蓝莓饼干,1,原来你是个燕子[热词系列_知识增加]	
久遠_,1,你们在钉钉上课也不是人家本意，总比你们在学校上课舒服多了吧，为什么要牵连这个软件	
苏洛俞,1,弄一个防沉迷系统，我给你刷五星，怎么样[doge][doge]	
根正苗红好少年030,1,钉钉你个臭居居[大哭]	
小花MEMES,1,下次一定[热词系列_知识增加]	
p残月q,1,话说钉钉头像为什么是企鹅？难道说...[doge]	
若鱼是德云女孩,1,这个视频五星应用商店五星分期付款[微笑][阴险]	
-浮笙未歇-,1,搭噶，扣头挖路[滑稽]	
奶盐甜仙油菜花x,1,最惨官方	
-耀NS,1,下次一钉	
新保祐里,1,怎么说嘞，其实就是不想上网课，主要原因不是钉钉[doge]	
抽不到奖不改名字的,1,星星没有了，给你两个币吧	
陆陆陆陆羽君,1,这首歌居然还有点让人上瘾[doge]	
蓝眼猫12138,1,保证这个质量每周更新我就五星好评[doge]	
キラキライ,1,u1s1，歌真好听。求release到网易云音乐	
沂目深渊,1,好惨哦，最惨官方石锤了	
起个昵称真的太难了了,1,看在你这么惨的份上，就给你个五星好评吧，分五次给[微笑][微笑][微笑]	
无色透明的h2o,1,不知道网易云有没有	
yu没有眼睛,1,哎学生搞垮了钉钉还有别的钉钉代替品，搞垮了软件，寒暑假该补的课逃的了吗，而且，高考中考的这群人会感谢你们吗别想了，这些制度都不会变的该考还是考[tv_黑人问号]	
腰子阿,1,啥前上传网易云[吃瓜]	
魔咕炖蘑菇,1,官方是不是投错区了[doge]	
xiao_行,1,给你五星，谁叫我用的是微信小程序中的班级小管家呢	
远宫,1,听说1分会下架所以加大力度	
我道系玩家,1,钉钉我去年就知道了，毕竟饿了么超时提前点送达之类的有的会收到培训通知，我们线下就下载钉钉注册然后在钉钉群里点开链接考试，当时我就在想，这软件太良心了，我儿子真棒	
优呵,1,五星好评，分五次给	
不朽口哨,1,建议钉钉加个防沉迷系统。	
__山氵,1,哈哈哈哈哈哈哈哈哈好可爱哦	
略略略蛤嗝,1,？？？有毒我们本来不用钉钉上课，看到这个视频后觉得很搞笑就分享给朋友，结果才知道我们马上也要改用钉钉了[tv_流泪][tv_流泪]	
伪玖一尾,1,求音频！！！！！！！！太可爱了！！！	
余烬墨染,1,不是，只要搞个2小时防沉迷，不只5星，连三连我都双手奉上[doge]	
中二柠年,1,"??×5   等于
??????????×1
这不是一样的嘛[doge]	"
化腾你马呢,1,虽然我没用钉钉，但我要进来嫖个爸爸听[tv_doge][tv_doge][tv_doge]	
终于6级辣,1,懂了，??这就去一星好评	
纱布减号,1,看完这个鬼畜，我热情澎湃，反手给了一个一星。	
能赢让我吃shi都行,1,用了很长时间钉钉了，平时在学校就会用它来签到，u1s1，确实好用，还好我不用他来上课啊哈哈哈哈哈哈	
三日月-奥格斯,1,你觉得社畜就喜欢钉钉了吗	
关于喜欢米泽玄师,1,等开学了，我一定把你刷回五星[热词系列_知识增加]	
张小痞6324,1,公司拖欠我的工资，只要把我从公司删除所有的打卡记录就都看不到了。钉钉我恨你	
脸黑到只有牙白,1,没想到我一个三级号，也能??欺负别人官方的时候	
快乐瘋男,1,??????[doge]6星好评不谢	
是茕妹不是穹妹,1,"学生老师和钉钉都挺可怜的[妙啊]难道不是提出用钉钉上网课的人该背锅吗，实话说我对网课没意见，但是看到微博一群骂学生的也很不爽，大家互相体谅呗。网课的形式其实很多，学校方面还是要和老师商量着换换网上授课方式吧，不管怎么样起码用个专业点的上课软件啊。
不想用钉钉主要是我不想被老师提问连麦，洗头换衣服也很麻烦哒，在家瘫着听课不香吗（大概是大学懒散惯了，经常都是抱着电脑躺床上刷网课的）[tv_皱眉]算了不逼逼了大家加油吧	"
棂窗Project,1,天将降大任于斯人也，必先苦其心志，劳其筋骨，饿其体肤[doge]	
账号已注销,1,五星一次付清好说，正好我有五个小号	
抽不到腹肌不改名,1,建议钉钉加一个未成年防沉迷系统，一定五星好评[doge]	
煎饺子很好吃,1,其实现在真没那么多想法了，一听到假期回去要开学考，全面摸底的那种，别说了，我学，我绝对学！[囧][囧][囧][呆]	
霜之契,1,这一切还要从那一只蝙蝠开始说起~	
亲生母亲,1,其实都知道。错的不是钉钉。大家也是郁闷。让蝙蝠这事儿给闹的。然后又要补课。，，，这得找个发泄口啊！[口罩][抠鼻][抠鼻]	
轻妄yz,1,对不起，	
灰灰蛋,1,?????	
永垂不朽的练习册,1,论在鬼畜中发现班主任的身影是什么感受??	
二哈之声,1,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
你的五星已到货	"
sun不要轧钢,1,建议防沉迷系统，每天最多在线两小时[偷笑]	
是樱汐汐呐,1,看在你这么诚实的份上，一定给你一星好评呐~	
从此以后没你没我,1,说钉钉惨的是没有半夜被钉醒过吧[tv_白眼]	
狗叠它亲爹,1,儿子真可怜，既然这样.....打两星好了，我真善良[doge]	
一个小小蘑菇,1,噗好可爱	
八万医保加身,1,泪目	
账号已注销,1,不知君之苦  莫劝君大度[无语]	
Joker橙汁,1,"钉钉不错，五星分期
up视频，下次一定[热词系列_知识增加]	"
爱撸铁的boy,1,话说不想上课，你找自己学校说去啊，骂一个APP有啥用，有千千万万个APP可以继续给你上课	
我超温柔呀,1,老师面前我唯唯诺诺 应用商店我重拳出击	
莱桑不知罪Lysam,1,分期还是得分期的，毕竟一次真还不起	
博文儿Tosad,1,官方鬼畜，委屈求钱，下次一定，最为致命	
狂热的杏树厨,1,★☆☆☆☆	
屑后语,1,下次一星[doge]	
_屋顶上的猫_,1,在？加个防沉迷	
懒火Prime,1,分期 100年给一星[呲牙]	
今晚的月亮真亮,1,没事，我用的腾讯课堂，这就去给你打五星[妙啊]	
禅官のZenOfficer,1,看了视频 感触颇深 我也理解你们的难处 五星好评 下次一定给[害羞]	
圆圆的不是球,1,什么时传百度云QAQ，想一直听，好洗脑	
煎煎泥巴,1,五星不了，给你投个硬币吧[阴险]	
Croissant_lune,1,学习通？在？看看别人	
我艾特我自己,1,在？！建议弄个防止沉迷软件时间控制功能，青少年模式，只能玩2个钟[doge]	
阿酒是个美少女,1,我要去下载个钉钉给他五星好评，不分期的那种[请吃红小豆吧！_喝水]	
JKK德L,1,★☆☆☆☆	
你的好邻居-小蜘蛛,1,声音好听诶	
大北岛_,1,别搞软件了，来做视频吧[吃瓜]	
祭酒GA,1,别担心我这还有智学网陪你！[热词系列_可以]	
彡永夜灬空城,1,我分别在五大平台共给了五星好评[打call]	
孤独笑我懦弱,1,钉~[无语]	
yang桓v,1,有蝠同享[doge]	
天哀桑,1,说实在的，钉钉要比学习通好，今天上午第一节课，学习通就崩了	
需要特殊服务嘛,1,你以为我就会这样放过你？[doge][doge][doge]	
祭关枪,1,平心而论 钉钉这个软件其实是不错的[doge] 用来办公什么的确实会方便很多 但是就是无意中被某些学校发现了[doge] 然后我们这些学生就被迫寒假营业 另外希望把这个能查看学生停课时长的功能取了[生病] 五星好评下次一钉有[吃瓜]	
晋东南十钱天师,1,放心，只要支付宝和我谈，五星大大滴有[doge]	
暴躁的伊森_Ethan,1,"，你火了[妙啊][妙啊][妙啊]
五星一次付清（反正我也不用）	"
叫我弱水就好ッ,1,"都叫爹了我去给你一次付清[滑稽]反正我不用钉钉上课。
那个腾讯课堂你给我等着，我来给你分期(ノ=Д=)ノ┻━┻	"
隔夜人padmarg,1,五星分期给	
隔壁老张帅气的儿子,1,动静再闹大一点，老师就会叫我们5星好评，然后截图了。[笑哭][笑哭]	
浓享岩烧海苔丶,1,不知道那些打一星的怎么想的，为了不想学习搞这么多还不如直接退学呢 学啥呢。	
寤寐令色,1,[热词系列_知识增加]不知道我为什么一直在循环	
抱住经费嘿嘿,1,不知道说什么，女装吧！[害羞]	
释天st,1,"★ ☆ ☆ ☆ ☆
钉钉真好用。
[doge]	"
方城县精神病院院长,1,趁他还两级，欺负他	
lil刘波如病毒般传播,1,下次一钉！	
夜月空xyz,1,小米应用商店里面有一个评论，用修改器修改0星的，说是一星也不给[doge]	
飞机说她想喝奶茶,1,哈哈哈哈，就冲看别人上网课给我带来的快乐，我给你打五星！	
澜望巍巍一笑,1,太魔性了，哈哈哈哈哈哈，我停不下来了	
浮笙慕修,1,五星给了，置顶了解一下	
与依爱华,1,钉钉我们不用，但你们去了解了解无限宝吧。	
啊是逍遥,1,搭噶口头洼路	
吾王啾咪,1,还挺好听的啊[doge]	
非妥,1,因为电脑要求下钉钉 然后下了发现被绑定了一堆垃圾软件 气死我了 五星继续分期[生气]	
代号-蔷薇,1,软件确实挺无辜的呀，就算没了钉钉老师们还会找其它软件来直播。所以我第一次使用时给的4星，后来发现钉钉太惨了又改成了五星。	
泉姐是世界的宝物,1,腾讯课堂为钉钉加油??	
甘みジャム,1,"这么可爱的官方爷爱了[请吃红小豆吧！_wow]
顺便问一句，给五星送小姐姐吗[请吃红小豆吧！_嘿嘿嘿]	"
一只萌妹子あ,1,呜呜呜呜呜我太感动了，我要打五星	
无誓雲天,1,我给了一个四星一个五星不谢，没分期付款，现在朋友圈一堆人喷我，看我这么不容易就送个大会员吧[妙啊]	
黎幻Y,1,下次一钉	
我叫Eminion,1,Hhhhhhh沒事鵝子，你沒有五星但是本爸爸可以給你三連呀~~[doge][doge][doge]	
狼丢了反犬旁像从了良,1,虽然名字涉黄，但确实是的好软件[doge]	
Lonely?Patients,1,明白了，给两星安排上[妙啊][妙啊][妙啊]	
我逍遥我自豪,1,什么时候出未成年防沉迷，什么时候给五星[热词系列_知识增加]	
吉良浩作,1,已经五星不分期（	
宁呀么宁蛋蛋呀,1,你又吵又卡还让我不自由，电脑看直播全屏没办法回复老师信息，发个文件还没有微信方便 ，我上个大学天天得需要指纹机钉钉打卡，提前感受到了工作的乐趣呢。但是我还没有评分[滑稽][滑稽][滑稽][滑稽]你没有错，我也不讨厌上网课，错的是我渴望自由	
风ソ认,1,加个防沉迷吧，一天俩小时，不然我怕我会沉迷手机。[囧]	
79048299650_bili,1,给你个零星吧	
两mol溪梦沈,1,"就这鬼畜，就是差评我也给五星。
毕竟我就喜欢挂着学校网课看别的网课。	"
两mol溪梦沈,1,"就这鬼畜，就是差评我也给五星。
毕竟我就喜欢挂着学校网课看别的网课。	"
尘埃落定花已谢,1,错的不是软件，是孩子们的叛逆，现在孩子们一上课就烦，听不下去	
蔓兮呐,1,连麦取消，五星好评，怎么样[滑稽][害羞]	
-Railgun,1,给我来个免还花呗，我就给20星[热词系列_知识增加]	
swk丶丶丶,1,宋江，卢俊义，吴用，公孙胜，关胜，林冲，秦明，呼延灼，花荣，柴进，李应，朱仝，鲁智深，武松，董平，张清，杨志，徐宁，索超，戴宗，刘唐，李逵，史进，穆弘，雷横，李俊，阮小二，张横，阮小五，张顺，阮小七，杨雄，石秀，解珍，解宝，燕青，朱武，黄信，孙立，宣赞，郝思文，韩滔，彭玘，单廷珪，魏定国，萧让，裴宣，欧鹏，邓飞，燕顺，杨林，凌振，蒋敬，吕方，郭 盛，安道全，皇甫端，王英，扈三娘，鲍旭，樊瑞，孔明，孔亮，项充，李衮，金大坚，马麟，童威，童猛，孟康，侯健，陈达，杨春，郑天寿，陶宗旺，宋清，乐和，龚旺，丁得孙，穆春，曹正，宋万，杜迁，薛永，施恩，周通，李忠，杜兴，汤隆，邹渊，邹润，朱富，朱贵，蔡福，蔡庆，李立，李云，焦挺，石勇，孙新，顾大嫂，张青，孙二娘，王定六，郁保四，白胜，时迁，段景柱等108人觉得很赞 。	
别日望长安,1,有一说一 钉钉比某强开摄像头 屏幕截图的辣鸡无限宝好多了[tv_白眼]	
